a,b,c
1.0,0.0,0.12116883617221498
1.0,1.0,0.24813902569992913
1.0,1.0,0.18587954970845433
1.0,0.0,0.18560773262414476
1.0,1.0,0.16540793655726493
1.0,0.0,0.21522738300631508
1.0,1.0,0.14052389551755742
1.0,1.0,0.20509911393961827
1.0,1.0,0.23036158229119585
1.0,1.0,0.2363701624225583
1.0,1.0,0.2409686364624235
1.0,1.0,0.16517126674979996
1.0,1.0,0.19021110131942598
1.0,0.0,0.10280614411313561
1.0,3.0,0.14999315095210758
1.0,0.0,0.2091886378603568
1.0,0.0,0.21930849994609847
1.0,0.0,0.2259262083687559
1.0,0.0,0.1967544014681376
1.0,1.0,0.2382482878707507
1.0,1.0,0.1502780926248439
1.0,1.0,0.18962318067592976
1.0,1.0,0.23045868370260206
1.0,2.0,0.15134583061113357
1.0,1.0,0.22940771393174894
1.0,1.0,0.2393702440079398
1.0,1.0,0.13943058456299026
1.0,1.0,0.2134681592075558
1.0,1.0,0.16091228063114005
1.0,1.0,0.1380861733406939
1.0,1.0,0.23930546705369304
1.0,1.0,0.16616388519912811
1.0,1.0,0.12611397772321245
1.0,1.0,0.10233599160967297
1.0,2.0,0.1848517774047876
1.0,1.0,0.20741872704789444
1.0,0.0,0.1455952211507991
1.0,1.0,0.23413994097679489
1.0,1.0,0.205667812464913
1.0,1.0,0.1690201138845651
1.0,0.0,0.22391525102860454
1.0,0.0,0.22532393067874834
1.0,1.0,0.20137549877219355
1.0,4.0,0.15044147532666136
1.0,1.0,0.16628197887933463
1.0,0.0,0.19248172354450527
1.0,1.0,0.13025406586158425
1.0,1.0,0.19417277434728858
1.0,1.0,0.18655587504327653
1.0,1.0,0.1180813543224776
1.0,0.0,0.20467803561729364
1.0,1.0,0.21043281176738515
1.0,1.0,0.1858793540860148
1.0,1.0,0.1119245920184366
1.0,1.0,0.1327914204275078
1.0,0.0,0.21423036784907196
1.0,1.0,0.22754949341891154
1.0,1.0,0.23471370329482844
1.0,1.0,0.1469166284518987
1.0,0.0,0.11790021472169884
1.0,1.0,0.14574971891347782
1.0,0.0,0.10220200443512772
1.0,1.0,0.2496830308054274
1.0,1.0,0.20734988058735643
1.0,1.0,0.2108618001881088
1.0,1.0,0.1463724558552886
1.0,0.0,0.19740643016073522
1.0,0.0,0.1311045361002069
1.0,1.0,0.23016735061339091
1.0,1.0,0.13304934084393316
1.0,0.0,0.1850957415181351
1.0,0.0,0.16606703390415609
1.0,0.0,0.17110943797725786
1.0,1.0,0.2093890014711955
1.0,1.0,0.15350250354583678
1.0,1.0,0.2309013132469144
1.0,1.0,0.2451465796063168
1.0,0.0,0.18855035692880268
1.0,1.0,0.21989975108541496
1.0,1.0,0.12691140315025923
1.0,1.0,0.24391668748197962
1.0,0.0,0.14505550554206745
1.0,1.0,0.16969949208885127
1.0,1.0,0.23184092645330312
1.0,0.0,0.17026343321447002
1.0,0.0,0.1904427253086675
1.0,1.0,0.1914124643471418
1.0,2.0,0.12584274675902143
1.0,1.0,0.19451144611649634
1.0,1.0,0.14511913654998898
1.0,1.0,0.1147368757629198
1.0,1.0,0.12635398033728132
1.0,1.0,0.10567023495085835
1.0,1.0,0.1540709485798036
1.0,0.0,0.1813882587635035
1.0,1.0,0.18371224637537342
1.0,1.0,0.16484506604889926
1.0,1.0,0.21189017460275328
1.0,1.0,0.1931732723275582
1.0,1.0,0.24182015478396196
1.0,1.0,0.24412704365476517
1.0,1.0,0.19323980149421083
1.0,1.0,0.2384345407543703
1.0,1.0,0.10270539054198981
1.0,1.0,0.23998019865592188
1.0,1.0,0.23275419273619874
1.0,0.0,0.20701216633688135
1.0,1.0,0.14791777138811352
1.0,1.0,0.1723321913721463
1.0,1.0,0.10721687475180602
1.0,1.0,0.12250551051111146
1.0,1.0,0.20021424931129206
1.0,1.0,0.1047367087881916
1.0,0.0,0.18757656430195158
1.0,1.0,0.24354234193434848
1.0,1.0,0.2369060897510918
1.0,1.0,0.11452231183641193
1.0,1.0,0.10141544498533527
1.0,1.0,0.18282012356501234
1.0,1.0,0.19315720978653497
1.0,1.0,0.1377004987254373
1.0,1.0,0.21427807500075086
1.0,1.0,0.17486596260967935
1.0,0.0,0.19292674243942426
1.0,2.0,0.11345692319962479
1.0,1.0,0.14297432411910563
1.0,1.0,0.116212798801834
1.0,1.0,0.14037141104916073
1.0,1.0,0.12680290534644337
1.0,1.0,0.13624919789099393
1.0,0.0,0.17260010533940334
1.0,1.0,0.2248715523162811
1.0,1.0,0.20564313281478291
1.0,1.0,0.20809797587143075
1.0,1.0,0.15657050169900932
1.0,1.0,0.16436136167606213
1.0,2.0,0.2223938962933949
1.0,2.0,0.20233029857843282
1.0,1.0,0.1587528642256243
1.0,1.0,0.18511773882500634
1.0,1.0,0.11215802332768708
1.0,0.0,0.1230393396311743
1.0,1.0,0.1571302622919218
1.0,1.0,0.2158857909644485
1.0,1.0,0.23027095910040038
1.0,1.0,0.11858096513906505
1.0,1.0,0.1918575787933219
1.0,0.0,0.22444717953685486
1.0,1.0,0.23958371675069523
1.0,1.0,0.17962407985286286
1.0,1.0,0.12713076136396967
1.0,1.0,0.1459613938387447
1.0,1.0,0.16684547583743364
1.0,1.0,0.2310407288087694
1.0,1.0,0.12322698868477873
1.0,1.0,0.16718024089691313
1.0,1.0,0.1210794728354476
1.0,0.0,0.11071597081971149
1.0,1.0,0.2051844936937986
1.0,0.0,0.21294355599817077
1.0,1.0,0.11581306184181836
1.0,1.0,0.15335667143988765
1.0,1.0,0.24047169705145907
1.0,1.0,0.1465804890611606
1.0,1.0,0.11834012652737783
1.0,0.0,0.20022229528799007
1.0,1.0,0.1302400500792233
1.0,1.0,0.1981099737660605
1.0,1.0,0.18475080199184377
1.0,1.0,0.24058654899692905
1.0,1.0,0.18432221088765494
1.0,1.0,0.2235829059818062
1.0,1.0,0.20574817456656247
1.0,1.0,0.24647936783251512
1.0,1.0,0.21162808417161016
1.0,2.0,0.18286514937161058
1.0,1.0,0.2356238041642601
1.0,1.0,0.17478518561302797
1.0,1.0,0.139776265945604
1.0,1.0,0.10836491360357407
1.0,1.0,0.24717022657557927
1.0,1.0,0.11035378028739916
1.0,0.0,0.12077465142124093
1.0,4.0,0.11005606268005275
1.0,2.0,0.21850564824697727
1.0,1.0,0.17867526811108467
1.0,1.0,0.17193204515587263
1.0,1.0,0.1160327382401981
1.0,1.0,0.10918247294375463
1.0,1.0,0.16164515705471505
1.0,4.0,0.13372030094066342
1.0,1.0,0.16227002614576724
1.0,1.0,0.19044546850440558
1.0,0.0,0.15742266850752046
1.0,2.0,0.1240417999507518
1.0,1.0,0.20474578117031728
1.0,1.0,0.11872762168974475
1.0,1.0,0.11194256572784264
1.0,0.0,0.22769687358788956
1.0,1.0,0.24271805057451035
1.0,1.0,0.13913700998527023
1.0,1.0,0.20736566911162604
1.0,1.0,0.15214358005209166
1.0,0.0,0.15464255678327707
1.0,0.0,0.15843374519713177
1.0,0.0,0.15249025275107106
1.0,1.0,0.24550584212303506
1.0,1.0,0.20602155684809176
1.0,1.0,0.218182988613767
1.0,1.0,0.1756639093777457
1.0,1.0,0.24575140679480834
1.0,0.0,0.24333870623505616
1.0,4.0,0.1502415797368653
1.0,1.0,0.17192454422602788
1.0,0.0,0.16059042306618268
1.0,1.0,0.2227644395204899
1.0,1.0,0.15052943297063054
1.0,0.0,0.14522415933018598
1.0,1.0,0.22515525713226042
1.0,1.0,0.21279330049661455
1.0,0.0,0.12956302799851846
1.0,0.0,0.22825524856419394
1.0,0.0,0.19053442277839708
1.0,0.0,0.12432111757069131
1.0,1.0,0.1992079209238814
1.0,1.0,0.19745564061363102
1.0,1.0,0.17830174670326224
1.0,1.0,0.14502618482499652
1.0,1.0,0.22016209154794605
1.0,1.0,0.17607883257603835
1.0,1.0,0.15613301376860125
1.0,1.0,0.14835120355404469
1.0,0.0,0.15309912833336659
1.0,1.0,0.16034276397643127
1.0,1.0,0.1834622234213325
1.0,0.0,0.18947651826643536
1.0,1.0,0.2492660539354344
1.0,1.0,0.18409344000294744
1.0,1.0,0.1143520511374544
1.0,1.0,0.1381853207759462
1.0,4.0,0.12089229961435666
1.0,0.0,0.2161292809052407
1.0,1.0,0.15388213196880773
1.0,1.0,0.13944647401830348
1.0,1.0,0.2266199160609044
1.0,0.0,0.239049648081479
1.0,0.0,0.21218496430154632
1.0,0.0,0.1967714065527012
1.0,1.0,0.1772773710961359
1.0,0.0,0.2311359894988412
1.0,1.0,0.1883615136838865
1.0,1.0,0.23474653962448308
1.0,4.0,0.12760781335145036
1.0,1.0,0.19228476372632192
1.0,1.0,0.18493885958194367
1.0,1.0,0.10760659283992499
1.0,1.0,0.13087714286012767
1.0,1.0,0.20267689588904614
1.0,0.0,0.15574894411558218
1.0,1.0,0.24846577416961665
1.0,1.0,0.24406520826082687
1.0,1.0,0.22745209151030535
1.0,1.0,0.19198510973086347
1.0,1.0,0.1268246601117087
1.0,1.0,0.11376308653371517
1.0,1.0,0.2346969853728512
1.0,1.0,0.1552909672749517
1.0,2.0,0.1452715748331386
1.0,1.0,0.2442776994114533
1.0,1.0,0.13631260123622263
1.0,1.0,0.17377035919143863
1.0,1.0,0.20210069750026266
1.0,0.0,0.1764916655497999
1.0,1.0,0.10884530790016861
1.0,1.0,0.12170382517890438
1.0,1.0,0.16489520441020405
1.0,1.0,0.2052690826981316
1.0,1.0,0.12002732958837833
1.0,1.0,0.14831510094020464
1.0,1.0,0.2198673941794409
1.0,1.0,0.24450844839293137
1.0,0.0,0.1123299781923852
1.0,1.0,0.22247106813165507
1.0,1.0,0.15728229173217897
1.0,0.0,0.2360198961539483
1.0,1.0,0.20229606836396874
1.0,0.0,0.10293102378744293
1.0,1.0,0.14709880579138146
1.0,1.0,0.18136013897989295
1.0,0.0,0.20058558682347058
1.0,1.0,0.1120518553436644
1.0,1.0,0.24309840951983816
1.0,1.0,0.15921237342506311
1.0,0.0,0.12924302275827845
1.0,1.0,0.1622189940100408
1.0,1.0,0.1753447444244976
1.0,1.0,0.17699346698300328
1.0,0.0,0.19921483206799584
1.0,1.0,0.19937698497491582
1.0,1.0,0.24538820772504885
1.0,1.0,0.23134368911747608
1.0,1.0,0.22187831523338414
1.0,1.0,0.12121737768921392
1.0,1.0,0.24798349721434274
1.0,1.0,0.10947729575961536
1.0,0.0,0.19051865209474628
1.0,1.0,0.1712853205238336
1.0,1.0,0.1568598609713464
1.0,1.0,0.11182464379846879
1.0,1.0,0.16516896322840463
1.0,0.0,0.1634823962900127
1.0,1.0,0.14882224515653691
1.0,1.0,0.11025418770940812
1.0,1.0,0.16716035136638452
1.0,1.0,0.17997795475570455
1.0,1.0,0.17393211215738397
1.0,1.0,0.19626641693687025
1.0,1.0,0.24743715652597695
1.0,2.0,0.18230412523839926
1.0,1.0,0.19674778802068033
1.0,1.0,0.15493845346069518
1.0,1.0,0.16895866484907557
1.0,0.0,0.10168956927667726
1.0,1.0,0.2395850020262735
1.0,1.0,0.1401081660923832
1.0,1.0,0.13369667876438351
1.0,1.0,0.22316210763936875
1.0,1.0,0.1772002949936673
1.0,0.0,0.22009834187253413
1.0,2.0,0.1891953830386684
1.0,1.0,0.22246328903643836
1.0,1.0,0.23955832708556388
1.0,1.0,0.13257553168528985
1.0,1.0,0.22214680686298702
1.0,0.0,0.10354820504349586
1.0,1.0,0.212192539279204
1.0,1.0,0.2447569078047986
1.0,0.0,0.18346372910568062
1.0,1.0,0.24954487774524964
1.0,3.0,0.14457606737845144
1.0,1.0,0.13820440657531577
1.0,0.0,0.20365935757504344
1.0,1.0,0.14101748539271095
1.0,0.0,0.10669526742686114
1.0,0.0,0.11350387815633772
1.0,1.0,0.2488065274101294
1.0,1.0,0.1259022194133896
1.0,0.0,0.11335930928492585
1.0,0.0,0.23232679749270116
1.0,2.0,0.21528037077021048
1.0,1.0,0.15005588143462034
1.0,1.0,0.17939560227786075
1.0,1.0,0.16992753228682772
1.0,1.0,0.13508679849101246
1.0,1.0,0.1845369281470816
1.0,1.0,0.19282853332526134
1.0,1.0,0.2369825487797346
1.0,1.0,0.1868027963782583
1.0,0.0,0.19152779923034519
1.0,1.0,0.13550069777371407
1.0,1.0,0.20651995859515798
1.0,1.0,0.1508368210875342
1.0,0.0,0.2346067518256639
1.0,4.0,0.10576521796897301
1.0,2.0,0.10331667788999097
1.0,1.0,0.10022936968966561
1.0,1.0,0.1323533787107953
1.0,0.0,0.24642132113678786
1.0,0.0,0.14507939660903157
1.0,0.0,0.21878447652864447
1.0,4.0,0.10636898826223962
1.0,0.0,0.21135021499748963
1.0,1.0,0.17234309674636838
1.0,1.0,0.17992717926615714
1.0,1.0,0.18151822606662643
1.0,0.0,0.10373325383921528
1.0,1.0,0.11631663962298316
1.0,0.0,0.14034573587642996
1.0,2.0,0.1343348509475641
1.0,0.0,0.11816145281916764
1.0,1.0,0.22491111099876757
1.0,1.0,0.20311627660289566
1.0,1.0,0.1908714318153141
1.0,1.0,0.12845203094065816
1.0,1.0,0.1832106303400004
1.0,0.0,0.20642338629014695
1.0,1.0,0.2177356479325718
1.0,1.0,0.24374017389763328
1.0,1.0,0.2234040596070041
1.0,1.0,0.23160628897305824
1.0,1.0,0.19594702922006288
1.0,1.0,0.22420842109419187
1.0,0.0,0.12769197886053898
1.0,1.0,0.1675424364791529
1.0,0.0,0.22821038544335281
1.0,1.0,0.1172962055204113
1.0,2.0,0.20889335684092278
1.0,1.0,0.22492955707068457
1.0,1.0,0.2488742506366332
1.0,1.0,0.1496551009995511
1.0,1.0,0.11523487043332574
1.0,1.0,0.22016541226610944
1.0,1.0,0.1304351244889823
1.0,1.0,0.10701524874061868
1.0,0.0,0.22327128910568478
1.0,1.0,0.20644472932494065
1.0,0.0,0.20328880617665646
1.0,1.0,0.12501687535598566
1.0,1.0,0.10173391097988137
1.0,2.0,0.23644832920639264
1.0,1.0,0.23154164186348267
1.0,0.0,0.21734776425565197
1.0,1.0,0.1711593917567235
1.0,1.0,0.14422548224603746
1.0,1.0,0.21667242079093613
1.0,1.0,0.23349693016122564
1.0,0.0,0.22026205527095374
1.0,1.0,0.23919140102668243
1.0,1.0,0.2359751379187919
1.0,0.0,0.1960513484449872
1.0,1.0,0.21348984110421526
1.0,2.0,0.12115166347083553
1.0,1.0,0.18310502319054453
1.0,4.0,0.22506131350286687
1.0,1.0,0.1410394322580667
1.0,1.0,0.18019904929465286
1.0,1.0,0.19493827706455644
1.0,2.0,0.19457752863545202
1.0,1.0,0.2107691506529537
1.0,0.0,0.2311351546487966
1.0,0.0,0.15288060549180543
1.0,0.0,0.1998370627814376
1.0,0.0,0.1550618051129946
1.0,0.0,0.1584176198675248
1.0,0.0,0.14910549435956758
1.0,1.0,0.2225641297518635
1.0,1.0,0.1325062687015537
1.0,1.0,0.21147151161539984
1.0,2.0,0.1419475846043166
1.0,1.0,0.12268149506956141
1.0,1.0,0.13907711721604768
1.0,0.0,0.2107840687002169
1.0,1.0,0.1882131664318484
1.0,1.0,0.1172547026214269
1.0,1.0,0.19616642009777913
1.0,1.0,0.11434014965587136
1.0,1.0,0.21155161834066416
1.0,0.0,0.1910697891713744
1.0,3.0,0.1372564989843653
1.0,1.0,0.22230210646890627
1.0,1.0,0.20115681354036602
1.0,0.0,0.12176910204760988
1.0,1.0,0.17328698751025629
1.0,1.0,0.1807551195301444
1.0,1.0,0.11787590103571531
1.0,1.0,0.24910424968059763
1.0,0.0,0.10802389413996538
1.0,2.0,0.2279401002969473
1.0,1.0,0.1633803698279934
1.0,1.0,0.21717051538398718
1.0,1.0,0.17937912479646598
1.0,0.0,0.11984996732897932
1.0,0.0,0.18438220514467357
1.0,1.0,0.18663864533620422
1.0,1.0,0.16699321330924294
1.0,1.0,0.12464022409946611
1.0,2.0,0.2450222538577162
1.0,1.0,0.1447229818721314
1.0,0.0,0.18230875433622445
1.0,1.0,0.14257836573640556
1.0,1.0,0.10778421049371387
1.0,0.0,0.12938010183616724
1.0,1.0,0.18607855896682896
1.0,1.0,0.19163008717630742
1.0,0.0,0.19860128908783772
1.0,1.0,0.242470485180668
1.0,1.0,0.23170422159372556
1.0,1.0,0.2111581763923324
1.0,1.0,0.13767671934648132
1.0,4.0,0.22912482565407763
1.0,1.0,0.17210535719006254
1.0,1.0,0.2239622419761456
1.0,1.0,0.10548064554037827
1.0,1.0,0.15144210377544592
1.0,1.0,0.1606067632150242
1.0,1.0,0.1428376742993855
1.0,1.0,0.2049383999549909
1.0,1.0,0.1839923530490305
1.0,1.0,0.21585302348235016
1.0,1.0,0.1098729727439268
1.0,4.0,0.17212931370116774
1.0,1.0,0.11787141785496967
1.0,1.0,0.12999266238192222
1.0,1.0,0.22013498965112144
1.0,1.0,0.20926589447401034
1.0,1.0,0.10891874986526069
1.0,1.0,0.14617411791261053
1.0,1.0,0.1744266987000324
1.0,1.0,0.19351331036387148
1.0,0.0,0.2266820627350654
1.0,1.0,0.1688667415927001
1.0,1.0,0.21117842948887205
1.0,1.0,0.2292014549891799
1.0,1.0,0.16693310425270788
1.0,0.0,0.17556788034816592
1.0,1.0,0.20388618850765433
1.0,1.0,0.11702446785722355
1.0,1.0,0.11023941850403263
1.0,1.0,0.24942422319590454
1.0,2.0,0.19150338262472277
1.0,3.0,0.1443665375982938
1.0,4.0,0.12590723351596114
1.0,1.0,0.23601152734393824
1.0,1.0,0.1303320460005757
1.0,2.0,0.19017243108047482
1.0,2.0,0.2308217555923285
1.0,1.0,0.13379337303372174
1.0,1.0,0.2025711064510275
1.0,1.0,0.17380141758798487
1.0,4.0,0.11744705189173174
1.0,1.0,0.13416208694614262
1.0,1.0,0.18712372609766764
1.0,0.0,0.17209848778331496
1.0,1.0,0.22712550259595557
1.0,4.0,0.13664092576654532
1.0,1.0,0.15703568501657067
1.0,1.0,0.1850761468955305
1.0,2.0,0.2195930016811295
1.0,1.0,0.1406930594173268
1.0,0.0,0.1843269045262036
1.0,2.0,0.2144850684237639
1.0,1.0,0.17606970523161825
1.0,1.0,0.14114647898481444
1.0,1.0,0.22006791877244833
1.0,1.0,0.10647548386873751
1.0,0.0,0.21586604858021868
1.0,1.0,0.18203297856157613
1.0,2.0,0.20790245499478716
1.0,0.0,0.10456240864223176
1.0,1.0,0.10084751482416379
1.0,1.0,0.1524709050139626
1.0,0.0,0.24868973116932708
1.0,2.0,0.18662967655290336
1.0,0.0,0.13737636868518782
1.0,0.0,0.2244766503267719
1.0,1.0,0.13068069810558358
1.0,1.0,0.1580559339735625
1.0,1.0,0.11136723919658602
1.0,1.0,0.21718763496241925
1.0,1.0,0.2037119973735972
1.0,1.0,0.24481864910929685
1.0,1.0,0.16468577663671075
1.0,0.0,0.18198168310129242
1.0,1.0,0.12539730205789687
1.0,1.0,0.23704851470067376
1.0,4.0,0.24299759905334534
1.0,1.0,0.12654196814808363
1.0,1.0,0.21498260622390014
1.0,1.0,0.1654823799621831
1.0,1.0,0.24390511485173713
1.0,2.0,0.22076434457507704
1.0,0.0,0.17129793445357916
1.0,1.0,0.10793744441420572
1.0,4.0,0.1825827392309891
1.0,1.0,0.1536473410567071
1.0,1.0,0.16538407400685645
1.0,1.0,0.15211519006530555
1.0,1.0,0.11791116763416404
1.0,1.0,0.12177783162880629
1.0,0.0,0.24723970224760336
1.0,1.0,0.14973726803500811
1.0,1.0,0.18301799254251003
1.0,1.0,0.17232574903374492
1.0,1.0,0.22862964984407863
1.0,2.0,0.20527993343156192
1.0,1.0,0.14033102675707732
1.0,1.0,0.12899192157146452
1.0,0.0,0.1793397936609685
1.0,1.0,0.16610446422392883
1.0,1.0,0.18304824822350635
1.0,1.0,0.12883755386594165
1.0,1.0,0.1373457844170171
1.0,0.0,0.19124250544216853
1.0,1.0,0.23577922019567188
1.0,1.0,0.2069176741771528
1.0,1.0,0.2303709886057998
1.0,0.0,0.20985100711187496
1.0,1.0,0.10489927718614353
1.0,0.0,0.20329637072858536
1.0,0.0,0.1131202647538262
1.0,1.0,0.2114846162806963
1.0,1.0,0.22915538309160674
1.0,0.0,0.14928068509151546
1.0,1.0,0.10426757969452415
1.0,1.0,0.24827372437698242
1.0,1.0,0.2272215821008941
1.0,1.0,0.13092872773262876
1.0,1.0,0.17258531717870185
1.0,0.0,0.11282996004754484
1.0,1.0,0.1297815145678779
1.0,1.0,0.18385877606833567
1.0,0.0,0.18048731539423668
1.0,0.0,0.21014486520450165
1.0,1.0,0.2183629981779709
1.0,0.0,0.1765626842066212
1.0,1.0,0.19968238204704697
1.0,1.0,0.20317298653180954
1.0,1.0,0.22082471575737822
1.0,1.0,0.17311566705106635
1.0,2.0,0.19494933891761063
1.0,1.0,0.172165616200106
1.0,1.0,0.2412429651585458
1.0,4.0,0.1478071341586331
1.0,1.0,0.15766747262816694
1.0,0.0,0.20926146094888318
1.0,0.0,0.16197371397726712
1.0,1.0,0.2359910478160513
1.0,1.0,0.22048369159296474
1.0,0.0,0.1659063755634674
1.0,1.0,0.18231298517171024
1.0,1.0,0.1593140090903902
1.0,1.0,0.1789687840787298
1.0,1.0,0.10855160665888544
1.0,1.0,0.10963908541090245
1.0,1.0,0.16681582305675177
1.0,1.0,0.14988323772996506
1.0,1.0,0.2334867346233739
1.0,1.0,0.18180705097111874
1.0,1.0,0.15664382679974784
1.0,0.0,0.13672639854178295
1.0,1.0,0.10460087144389887
1.0,1.0,0.15427041999818109
1.0,0.0,0.13629043068605715
1.0,1.0,0.12817452074268296
1.0,1.0,0.16773746102071532
1.0,1.0,0.2084054686301275
1.0,1.0,0.1597839652591704
1.0,2.0,0.1965747289705877
1.0,0.0,0.19329513275479093
1.0,1.0,0.13337775471158536
1.0,1.0,0.23914331325852994
1.0,1.0,0.19604064232582558
1.0,1.0,0.1309922503686549
1.0,1.0,0.20403115000938343
1.0,0.0,0.12514249589410595
1.0,1.0,0.17825843918091705
1.0,1.0,0.21058422258845444
1.0,1.0,0.21133710628295088
1.0,0.0,0.11674267162682246
1.0,1.0,0.141395264453185
1.0,1.0,0.20154788448847102
1.0,1.0,0.20877810956994367
1.0,1.0,0.10213446760086888
1.0,1.0,0.15123353701507278
1.0,1.0,0.16604435790468927
1.0,0.0,0.2108876753872426
1.0,2.0,0.15232537080095607
1.0,1.0,0.205339612464034
1.0,1.0,0.18392132794517457
1.0,2.0,0.20942233401826557
1.0,0.0,0.10172107201003858
1.0,1.0,0.2456175108883208
1.0,1.0,0.18765844474264692
1.0,0.0,0.15356571345094627
1.0,1.0,0.23893018871741073
1.0,0.0,0.22277437231422734
1.0,1.0,0.18488552734817987
1.0,2.0,0.24940250733185754
1.0,1.0,0.1950996734280895
1.0,0.0,0.20989114055938274
1.0,2.0,0.21271335589506085
1.0,1.0,0.23518544616380582
1.0,1.0,0.17707441531574963
1.0,0.0,0.1177976131451617
1.0,0.0,0.1862919000096741
1.0,1.0,0.16281265366821074
1.0,1.0,0.18485486310617144
1.0,1.0,0.22402413967449536
1.0,0.0,0.2169000098630677
1.0,0.0,0.24085191680068085
1.0,1.0,0.21876204585958725
1.0,1.0,0.15096754248019284
1.0,0.0,0.24093179191073033
1.0,0.0,0.22190201722872288
1.0,1.0,0.1124054117872584
1.0,2.0,0.2076187563885865
1.0,1.0,0.24219340542296552
1.0,1.0,0.1587618633395526
1.0,1.0,0.17604810784164682
1.0,1.0,0.13730141570899318
1.0,1.0,0.21722981575337702
1.0,0.0,0.20581958774805753
1.0,1.0,0.2425478801389561
1.0,1.0,0.1331647706742646
1.0,1.0,0.2308390970405561
1.0,1.0,0.1609062473593813
1.0,1.0,0.11762502741121675
1.0,1.0,0.14293736183188613
1.0,1.0,0.17227549992570812
1.0,1.0,0.16891429042246453
1.0,1.0,0.10379940437583732
1.0,0.0,0.10289420928182902
1.0,1.0,0.16454995826357238
1.0,1.0,0.12845814234383512
1.0,0.0,0.23781654144862815
1.0,1.0,0.17229790496364233
1.0,1.0,0.11879868901348378
1.0,1.0,0.20295473508114234
1.0,1.0,0.2434287394894199
1.0,1.0,0.19466065173033542
1.0,3.0,0.23168295535402603
1.0,0.0,0.16177529487686465
1.0,1.0,0.15824859576095807
1.0,1.0,0.12260047148906814
1.0,1.0,0.15195135515563418
1.0,1.0,0.19179702447761074
1.0,1.0,0.1376279824271882
1.0,1.0,0.23021413768725996
1.0,0.0,0.23081913768788134
1.0,1.0,0.23275388678832648
1.0,1.0,0.21856684970532225
1.0,1.0,0.15919515462297693
1.0,2.0,0.10210728344644655
1.0,1.0,0.18097656376373433
1.0,1.0,0.12791395628619073
1.0,1.0,0.2143888442318922
1.0,0.0,0.21731952589188344
1.0,1.0,0.16911778034069735
1.0,0.0,0.16211836279289407
1.0,2.0,0.13572393705726127
1.0,1.0,0.2192430314773009
1.0,2.0,0.10927697563784304
1.0,4.0,0.10915290264907115
1.0,1.0,0.10412877374094688
1.0,3.0,0.1699723973014024
1.0,2.0,0.1142364553762256
1.0,1.0,0.19120843159838158
1.0,1.0,0.15844416417362672
1.0,1.0,0.1848126335744415
1.0,1.0,0.17022911993705775
1.0,1.0,0.2096246474162008
1.0,1.0,0.16640367065430645
1.0,0.0,0.1541402844164993
1.0,2.0,0.21672873618583857
1.0,1.0,0.10233695780633886
1.0,0.0,0.1771861996179655
1.0,1.0,0.12907069728008758
1.0,1.0,0.22370333798231798
1.0,2.0,0.24388713959959316
1.0,1.0,0.14890939204867149
1.0,1.0,0.18221559713683738
1.0,3.0,0.16785413151444292
1.0,1.0,0.2248117099998353
1.0,1.0,0.17551697254581022
1.0,1.0,0.1332302963621376
1.0,1.0,0.23958002657747715
1.0,1.0,0.1411956553438434
1.0,0.0,0.1679324234040377
1.0,1.0,0.15904351116830168
1.0,0.0,0.12098567571411051
1.0,0.0,0.15890078834825852
1.0,1.0,0.15069818256638934
1.0,1.0,0.1935481935340712
1.0,1.0,0.1600405308886592
1.0,1.0,0.24130266353350732
1.0,2.0,0.12319992022706171
1.0,1.0,0.21103566759859105
1.0,0.0,0.1923007966097007
1.0,0.0,0.14514228960279763
1.0,1.0,0.19783047716034113
1.0,1.0,0.22355185056389834
1.0,1.0,0.16646679105951426
1.0,0.0,0.23518326323615052
1.0,1.0,0.21973675632874695
1.0,1.0,0.24063287538119274
1.0,0.0,0.2352320921560984
1.0,1.0,0.24402505508472333
1.0,4.0,0.23118234040680874
1.0,1.0,0.24625684576824855
1.0,2.0,0.24173490292037758
1.0,1.0,0.1499739491413013
1.0,1.0,0.22620325901698132
1.0,1.0,0.24741464217605094
1.0,1.0,0.1205069935070648
1.0,1.0,0.19762110207377162
1.0,1.0,0.16494406579148688
1.0,1.0,0.20485947769081186
1.0,1.0,0.18076451185095946
1.0,1.0,0.20473999596562242
1.0,1.0,0.15942491643197948
1.0,1.0,0.12541776536960542
1.0,1.0,0.23271035523368075
1.0,0.0,0.2499429627276188
1.0,1.0,0.18659910120069925
1.0,1.0,0.2497502424353911
1.0,1.0,0.1226745981525672
1.0,0.0,0.2182052059364067
1.0,1.0,0.10820840654686847
1.0,2.0,0.18889911244294488
1.0,1.0,0.13928621347461723
1.0,0.0,0.19159021705784895
1.0,1.0,0.1608111863148517
1.0,1.0,0.2133609088720932
1.0,0.0,0.23579396187366278
1.0,1.0,0.1849047050180763
1.0,1.0,0.1751537602466237
1.0,1.0,0.1932748403640819
1.0,0.0,0.18915941628937777
1.0,0.0,0.158378503343986
1.0,1.0,0.12486390608157727
1.0,0.0,0.21642182295746282
1.0,1.0,0.1616854249599353
1.0,1.0,0.1785721234148101
1.0,1.0,0.21785951813759255
1.0,1.0,0.17451258401791298
1.0,1.0,0.1629822750645174
1.0,1.0,0.22078941874545727
1.0,1.0,0.23687208473751437
1.0,1.0,0.20344164938498405
1.0,0.0,0.19105125377061705
1.0,1.0,0.15904793619569244
1.0,1.0,0.19128934973189132
1.0,1.0,0.12232308849635991
